date,state_name,veg_name,price,retail_price,mall_price,unit,veg_image
2024-05-30,Himachal Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-30,Himachal Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,N/A
2024-05-30,Himachal Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-05-30,Himachal Pradesh,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-05-30,Himachal Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-30,Himachal Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-30,Himachal Pradesh,Snake Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-30,Himachal Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-30,Himachal Pradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-30,Himachal Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-31,Himachal Pradesh,Onion Big,31,36 - 39,37 - 51,1kg,N/A
2024-05-31,Himachal Pradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Himachal Pradesh,Tomato,27,31 - 34,32 - 45,1kg,N/A
2024-05-31,Himachal Pradesh,Green Chilli,62,71 - 79,74 - 102,1kg,N/A
2024-05-31,Himachal Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-05-31,Himachal Pradesh,Potato,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-31,Himachal Pradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-31,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-31,Himachal Pradesh,Ash gourd,19,22 - 24,23 - 31,1kg,N/A
2024-05-31,Himachal Pradesh,Baby Corn,54,62 - 69,65 - 89,1kg,N/A
2024-05-31,Himachal Pradesh,Banana Flower,18,21 - 23,22 - 30,1kg,N/A
2024-05-31,Himachal Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,N/A
2024-05-31,Himachal Pradesh,Bitter Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Himachal Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Himachal Pradesh,Butter Beans,53,61 - 67,64 - 87,1kg,N/A
2024-05-31,Himachal Pradesh,Broad Beans,72,83 - 91,86 - 119,1kg,N/A
2024-05-31,Himachal Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,Himachal Pradesh,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Himachal Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,N/A
2024-05-31,Himachal Pradesh,Cluster beans,41,47 - 52,49 - 68,1kg,N/A
2024-05-31,Himachal Pradesh,Coconut,38,44 - 48,46 - 63,1kg,N/A
2024-05-31,Himachal Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-31,Himachal Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,N/A
2024-05-31,Himachal Pradesh,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-31,Himachal Pradesh,Corn,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-31,Himachal Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,N/A
2024-05-31,Himachal Pradesh,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-31,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-31,Himachal Pradesh,Brinjal,35,40 - 44,42 - 58,1kg,N/A
2024-05-31,Himachal Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,N/A
2024-05-31,Himachal Pradesh,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-05-31,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,Himachal Pradesh,French Beans,179,206 - 227,215 - 295,1kg,N/A
2024-05-31,Himachal Pradesh,Garlic,271,312 - 344,325 - 447,1kg,N/A
2024-05-31,Himachal Pradesh,Ginger,137,158 - 174,164 - 226,1kg,N/A
2024-05-31,Himachal Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-05-31,Himachal Pradesh,Green Peas,42,48 - 53,50 - 69,1kg,N/A
2024-05-31,Himachal Pradesh,Ivy Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-31,Himachal Pradesh,Lemon (Lime),103,118 - 131,124 - 170,1kg,N/A
2024-05-31,Himachal Pradesh,Mango Raw,26,30 - 33,31 - 43,1kg,N/A
2024-05-31,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-31,Himachal Pradesh,Mushroom,91,105 - 116,109 - 150,1kg,N/A
2024-05-31,Himachal Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-31,Himachal Pradesh,Ladies Finger,48,55 - 61,58 - 79,1kg,N/A
2024-05-31,Himachal Pradesh,Pumpkin,17,20 - 22,20 - 28,1kg,N/A
2024-05-31,Himachal Pradesh,Radish,32,37 - 41,38 - 53,1kg,N/A
2024-05-31,Himachal Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-31,Himachal Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Himachal Pradesh,Snake Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-31,Himachal Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,N/A
2024-05-31,Himachal Pradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-31,Himachal Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Himachal Pradesh,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Himachal Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Himachal Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-06-01,Himachal Pradesh,Green Chilli,85,98 - 108,102 - 140,1kg,N/A
2024-06-01,Himachal Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-01,Himachal Pradesh,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-01,Himachal Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-01,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-01,Himachal Pradesh,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-06-01,Himachal Pradesh,Baby Corn,61,70 - 77,73 - 101,1kg,N/A
2024-06-01,Himachal Pradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-01,Himachal Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-06-01,Himachal Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Himachal Pradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-01,Himachal Pradesh,Butter Beans,49,56 - 62,59 - 81,1kg,N/A
2024-06-01,Himachal Pradesh,Broad Beans,66,76 - 84,79 - 109,1kg,N/A
2024-06-01,Himachal Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Himachal Pradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-06-01,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-01,Himachal Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-01,Himachal Pradesh,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-06-01,Himachal Pradesh,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-01,Himachal Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-06-01,Himachal Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-06-01,Himachal Pradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-01,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-06-01,Himachal Pradesh,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-01,Himachal Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-01,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-01,Himachal Pradesh,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Himachal Pradesh,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Himachal Pradesh,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,Himachal Pradesh,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-01,Himachal Pradesh,French Beans,168,193 - 213,202 - 277,1kg,N/A
2024-06-01,Himachal Pradesh,Garlic,278,320 - 353,334 - 459,1kg,N/A
2024-06-01,Himachal Pradesh,Ginger,140,161 - 178,168 - 231,1kg,N/A
2024-06-01,Himachal Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-01,Himachal Pradesh,Green Peas,47,54 - 60,56 - 78,1kg,N/A
2024-06-01,Himachal Pradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-01,Himachal Pradesh,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-06-01,Himachal Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-06-01,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-01,Himachal Pradesh,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-06-01,Himachal Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-01,Himachal Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-01,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-06-01,Himachal Pradesh,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-01,Himachal Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-01,Himachal Pradesh,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-01,Himachal Pradesh,Snake Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-01,Himachal Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-01,Himachal Pradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-01,Himachal Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-02,Himachal Pradesh,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Himachal Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Himachal Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-06-02,Himachal Pradesh,Green Chilli,85,98 - 108,102 - 140,1kg,N/A
2024-06-02,Himachal Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,N/A
2024-06-02,Himachal Pradesh,Potato,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-02,Himachal Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-02,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-02,Himachal Pradesh,Ash gourd,16,18 - 20,19 - 26,1kg,N/A
2024-06-02,Himachal Pradesh,Baby Corn,61,70 - 77,73 - 101,1kg,N/A
2024-06-02,Himachal Pradesh,Banana Flower,14,16 - 18,17 - 23,1kg,N/A
2024-06-02,Himachal Pradesh,Capsicum,46,53 - 58,55 - 76,1kg,N/A
2024-06-02,Himachal Pradesh,Bitter Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Himachal Pradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-06-02,Himachal Pradesh,Butter Beans,49,56 - 62,59 - 81,1kg,N/A
2024-06-02,Himachal Pradesh,Broad Beans,66,76 - 84,79 - 109,1kg,N/A
2024-06-02,Himachal Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Himachal Pradesh,Carrot,43,49 - 55,52 - 71,1kg,N/A
2024-06-02,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-02,Himachal Pradesh,Cluster beans,42,48 - 53,50 - 69,1kg,N/A
2024-06-02,Himachal Pradesh,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-06-02,Himachal Pradesh,Colocasia Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-02,Himachal Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,N/A
2024-06-02,Himachal Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-06-02,Himachal Pradesh,Corn,31,36 - 39,37 - 51,1kg,N/A
2024-06-02,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-06-02,Himachal Pradesh,Curry Leaves,26,30 - 33,31 - 43,1kg,N/A
2024-06-02,Himachal Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-02,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-06-02,Himachal Pradesh,Brinjal,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Himachal Pradesh,Brinjal (Big),32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Himachal Pradesh,Elephant Yam,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,Himachal Pradesh,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-02,Himachal Pradesh,French Beans,168,193 - 213,202 - 277,1kg,N/A
2024-06-02,Himachal Pradesh,Garlic,278,320 - 353,334 - 459,1kg,N/A
2024-06-02,Himachal Pradesh,Ginger,140,161 - 178,168 - 231,1kg,N/A
2024-06-02,Himachal Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-06-02,Himachal Pradesh,Green Peas,47,54 - 60,56 - 78,1kg,N/A
2024-06-02,Himachal Pradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-02,Himachal Pradesh,Lemon (Lime),92,106 - 117,110 - 152,1kg,N/A
2024-06-02,Himachal Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-06-02,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-06-02,Himachal Pradesh,Mushroom,85,98 - 108,102 - 140,1kg,N/A
2024-06-02,Himachal Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-06-02,Himachal Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,N/A
2024-06-02,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-06-02,Himachal Pradesh,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-02,Himachal Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-02,Himachal Pradesh,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,N/A
2024-06-02,Himachal Pradesh,Snake Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-02,Himachal Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-02,Himachal Pradesh,Spinach,13,15 - 17,16 - 21,1kg,N/A
2024-06-02,Himachal Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,Himachal Pradesh,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Himachal Pradesh,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Himachal Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-06-03,Himachal Pradesh,Green Chilli,87,100 - 110,104 - 144,1kg,N/A
2024-06-03,Himachal Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Himachal Pradesh,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-03,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-03,Himachal Pradesh,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-03,Himachal Pradesh,Baby Corn,56,64 - 71,67 - 92,1kg,N/A
2024-06-03,Himachal Pradesh,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-06-03,Himachal Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-03,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,Himachal Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Himachal Pradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-06-03,Himachal Pradesh,Broad Beans,61,70 - 77,73 - 101,1kg,N/A
2024-06-03,Himachal Pradesh,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-06-03,Himachal Pradesh,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-06-03,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-03,Himachal Pradesh,Cluster beans,45,52 - 57,54 - 74,1kg,N/A
2024-06-03,Himachal Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Himachal Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-03,Himachal Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-03,Himachal Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-03,Himachal Pradesh,Corn,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-06-03,Himachal Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-03,Himachal Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,Himachal Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Himachal Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-03,Himachal Pradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,N/A
2024-06-03,Himachal Pradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Himachal Pradesh,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-03,Himachal Pradesh,French Beans,175,201 - 222,210 - 289,1kg,N/A
2024-06-03,Himachal Pradesh,Garlic,269,309 - 342,323 - 444,1kg,N/A
2024-06-03,Himachal Pradesh,Ginger,128,147 - 163,154 - 211,1kg,N/A
2024-06-03,Himachal Pradesh,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-06-03,Himachal Pradesh,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-06-03,Himachal Pradesh,Ivy Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-03,Himachal Pradesh,Lemon (Lime),106,122 - 135,127 - 175,1kg,N/A
2024-06-03,Himachal Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-06-03,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-03,Himachal Pradesh,Mushroom,90,104 - 114,108 - 149,1kg,N/A
2024-06-03,Himachal Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-03,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-03,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-06-03,Himachal Pradesh,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-03,Himachal Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-03,Himachal Pradesh,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,N/A
2024-06-03,Himachal Pradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-03,Himachal Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,Himachal Pradesh,Spinach,15,17 - 19,18 - 25,1kg,N/A
2024-06-03,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-04,Himachal Pradesh,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Himachal Pradesh,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Himachal Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-06-04,Himachal Pradesh,Green Chilli,87,100 - 110,104 - 144,1kg,N/A
2024-06-04,Himachal Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Himachal Pradesh,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-04,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-04,Himachal Pradesh,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-04,Himachal Pradesh,Baby Corn,56,64 - 71,67 - 92,1kg,N/A
2024-06-04,Himachal Pradesh,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-06-04,Himachal Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-04,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,Himachal Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Himachal Pradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-06-04,Himachal Pradesh,Broad Beans,61,70 - 77,73 - 101,1kg,N/A
2024-06-04,Himachal Pradesh,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-06-04,Himachal Pradesh,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-04,Himachal Pradesh,Cluster beans,45,52 - 57,54 - 74,1kg,N/A
2024-06-04,Himachal Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Himachal Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-06-04,Himachal Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,N/A
2024-06-04,Himachal Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-04,Himachal Pradesh,Corn,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-06-04,Himachal Pradesh,Curry Leaves,25,29 - 32,30 - 41,1kg,N/A
2024-06-04,Himachal Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,Himachal Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Himachal Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,N/A
2024-06-04,Himachal Pradesh,Brinjal (Big),30,35 - 38,36 - 50,1kg,N/A
2024-06-04,Himachal Pradesh,Elephant Yam,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Himachal Pradesh,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,N/A
2024-06-04,Himachal Pradesh,French Beans,175,201 - 222,210 - 289,1kg,N/A
2024-06-04,Himachal Pradesh,Garlic,269,309 - 342,323 - 444,1kg,N/A
2024-06-04,Himachal Pradesh,Ginger,128,147 - 163,154 - 211,1kg,N/A
2024-06-04,Himachal Pradesh,Onion Green,40,46 - 51,48 - 66,1kg,N/A
2024-06-04,Himachal Pradesh,Green Peas,49,56 - 62,59 - 81,1kg,N/A
2024-06-04,Himachal Pradesh,Ivy Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-06-04,Himachal Pradesh,Lemon (Lime),106,122 - 135,127 - 175,1kg,N/A
2024-06-04,Himachal Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,N/A
2024-06-04,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-06-04,Himachal Pradesh,Mushroom,90,104 - 114,108 - 149,1kg,N/A
2024-06-04,Himachal Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-04,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-06-04,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-06-04,Himachal Pradesh,Radish,36,41 - 46,43 - 59,1kg,N/A
2024-06-04,Himachal Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,N/A
2024-06-04,Himachal Pradesh,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,N/A
2024-06-04,Himachal Pradesh,Snake Gourd,35,40 - 44,42 - 58,1kg,N/A
2024-06-04,Himachal Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,Himachal Pradesh,Spinach,15,17 - 19,18 - 25,1kg,N/A
2024-06-04,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-06-05,Himachal Pradesh,Onion Big,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Himachal Pradesh,Onion Small,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Himachal Pradesh,Tomato,24,28 - 30,29 - 40,1kg,N/A
2024-06-05,Himachal Pradesh,Green Chilli,87,100 - 110,104 - 144,1kg,N/A
2024-06-05,Himachal Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-06-05,Himachal Pradesh,Potato,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-06-05,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-06-05,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-06-05,Himachal Pradesh,Ash gourd,20,23 - 25,24 - 33,1kg,N/A
2024-06-05,Himachal Pradesh,Baby Corn,56,64 - 71,67 - 92,1kg,N/A
2024-06-05,Himachal Pradesh,Banana Flower,17,20 - 22,20 - 28,1kg,N/A
2024-06-05,Himachal Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,N/A
2024-06-05,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-06-05,Himachal Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,N/A
2024-06-05,Himachal Pradesh,Butter Beans,48,55 - 61,58 - 79,1kg,N/A
2024-06-05,Himachal Pradesh,Broad Beans,61,70 - 77,73 - 101,1kg,N/A
2024-06-05,Himachal Pradesh,Cabbage,33,38 - 42,40 - 54,1kg,N/A
2024-06-05,Himachal Pradesh,Carrot,40,46 - 51,48 - 66,1kg,N/A
2024-06-05,Himachal Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,N/A
2024-06-05,Himachal Pradesh,Cluster beans,45,52 - 57,54 - 74,1kg,N/A
2024-06-05,Himachal Pradesh,Coconut,35,40 - 44,42 - 58,1kg,N/A
