date,state_name,veg_name,price,retail_price,mall_price,unit,veg_image
2024-05-06,Himachal Pradesh,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-06,Himachal Pradesh,Brinjal,26,30 - 33,31 - 43,1kg,N/A
2024-05-06,Himachal Pradesh,Brinjal (Big),21,24 - 27,25 - 35,1kg,N/A
2024-05-06,Himachal Pradesh,Elephant Yam,30,35 - 38,36 - 50,1kg,N/A
2024-05-06,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-06,Himachal Pradesh,French Beans,49,56 - 62,59 - 81,1kg,N/A
2024-05-06,Himachal Pradesh,Garlic,174,200 - 221,209 - 287,1kg,N/A
2024-05-06,Himachal Pradesh,Ginger,114,131 - 145,137 - 188,1kg,N/A
2024-05-06,Himachal Pradesh,Onion Green,45,52 - 57,54 - 74,1kg,N/A
2024-05-06,Himachal Pradesh,Green Peas,41,47 - 52,49 - 68,1kg,N/A
2024-05-06,Himachal Pradesh,Ivy Gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-06,Himachal Pradesh,Lemon (Lime),61,70 - 77,73 - 101,1kg,N/A
2024-05-06,Himachal Pradesh,Mango Raw,25,29 - 32,30 - 41,1kg,N/A
2024-05-06,Himachal Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,N/A
2024-05-06,Himachal Pradesh,Mushroom,73,84 - 93,88 - 120,1kg,N/A
2024-05-06,Himachal Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-06,Himachal Pradesh,Ladies Finger,40,46 - 51,48 - 66,1kg,N/A
2024-05-06,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-06,Himachal Pradesh,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-06,Himachal Pradesh,Ridge Gourd,28,32 - 36,34 - 46,1kg,N/A
2024-05-06,Himachal Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,N/A
2024-05-06,Himachal Pradesh,Snake Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-06,Himachal Pradesh,Sorrel Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-06,Himachal Pradesh,Spinach,10,12 - 13,12 - 17,1kg,N/A
2024-05-06,Himachal Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,N/A
2024-05-07,Himachal Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-07,Himachal Pradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-07,Himachal Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-07,Himachal Pradesh,Green Chilli,40,46 - 51,48 - 66,1kg,N/A
2024-05-07,Himachal Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-05-07,Himachal Pradesh,Potato,28,32 - 36,34 - 46,1kg,N/A
2024-05-07,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-07,Himachal Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-07,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-07,Himachal Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-07,Himachal Pradesh,Baby Corn,61,70 - 77,73 - 101,1kg,N/A
2024-05-07,Himachal Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-07,Himachal Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-07,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-07,Himachal Pradesh,Bottle Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-07,Himachal Pradesh,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-05-07,Himachal Pradesh,Broad Beans,30,35 - 38,36 - 50,1kg,N/A
2024-05-07,Himachal Pradesh,Cabbage,20,23 - 25,24 - 33,1kg,N/A
2024-05-07,Himachal Pradesh,Carrot,46,53 - 58,55 - 76,1kg,N/A
2024-05-07,Himachal Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-07,Himachal Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-07,Himachal Pradesh,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-05-07,Himachal Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-07,Himachal Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-07,Himachal Pradesh,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-07,Himachal Pradesh,Corn,28,32 - 36,34 - 46,1kg,N/A
2024-05-07,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-07,Himachal Pradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-05-07,Himachal Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-07,Himachal Pradesh,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-07,Himachal Pradesh,Brinjal,23,26 - 29,28 - 38,1kg,N/A
2024-05-07,Himachal Pradesh,Brinjal (Big),22,25 - 28,26 - 36,1kg,N/A
2024-05-07,Himachal Pradesh,Elephant Yam,30,35 - 38,36 - 50,1kg,N/A
2024-05-07,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-07,Himachal Pradesh,French Beans,50,58 - 64,60 - 83,1kg,N/A
2024-05-07,Himachal Pradesh,Garlic,174,200 - 221,209 - 287,1kg,N/A
2024-05-07,Himachal Pradesh,Ginger,106,122 - 135,127 - 175,1kg,N/A
2024-05-07,Himachal Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-07,Himachal Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-05-07,Himachal Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-07,Himachal Pradesh,Lemon (Lime),75,86 - 95,90 - 124,1kg,N/A
2024-05-07,Himachal Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-05-07,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-07,Himachal Pradesh,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-07,Himachal Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-07,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-05-07,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-07,Himachal Pradesh,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-07,Himachal Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-07,Himachal Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-05-07,Himachal Pradesh,Snake Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-07,Himachal Pradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-07,Himachal Pradesh,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-05-07,Himachal Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-05-08,Himachal Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-08,Himachal Pradesh,Onion Small,33,38 - 42,40 - 54,1kg,N/A
2024-05-08,Himachal Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-08,Himachal Pradesh,Green Chilli,40,46 - 51,48 - 66,1kg,N/A
2024-05-08,Himachal Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-05-08,Himachal Pradesh,Potato,28,32 - 36,34 - 46,1kg,N/A
2024-05-08,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
2024-05-08,Himachal Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-08,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-08,Himachal Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-08,Himachal Pradesh,Baby Corn,61,70 - 77,73 - 101,1kg,N/A
2024-05-08,Himachal Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,N/A
2024-05-08,Himachal Pradesh,Capsicum,49,56 - 62,59 - 81,1kg,N/A
2024-05-08,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-08,Himachal Pradesh,Bottle Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-08,Himachal Pradesh,Butter Beans,47,54 - 60,56 - 78,1kg,N/A
2024-05-08,Himachal Pradesh,Broad Beans,30,35 - 38,36 - 50,1kg,N/A
2024-05-08,Himachal Pradesh,Cabbage,20,23 - 25,24 - 33,1kg,N/A
2024-05-08,Himachal Pradesh,Carrot,46,53 - 58,55 - 76,1kg,N/A
2024-05-08,Himachal Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-08,Himachal Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,N/A
2024-05-08,Himachal Pradesh,Coconut,37,43 - 47,44 - 61,1kg,N/A
2024-05-08,Himachal Pradesh,Colocasia Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-08,Himachal Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-08,Himachal Pradesh,Coriander Leaves,7,8 - 9,8 - 12,1kg,N/A
2024-05-08,Himachal Pradesh,Corn,28,32 - 36,34 - 46,1kg,N/A
2024-05-08,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-08,Himachal Pradesh,Curry Leaves,28,32 - 36,34 - 46,1kg,N/A
2024-05-08,Himachal Pradesh,Dill Leaves,15,17 - 19,18 - 25,1kg,N/A
2024-05-08,Himachal Pradesh,Drumsticks,50,58 - 64,60 - 83,1kg,N/A
2024-05-08,Himachal Pradesh,Brinjal,23,26 - 29,28 - 38,1kg,N/A
2024-05-08,Himachal Pradesh,Brinjal (Big),22,25 - 28,26 - 36,1kg,N/A
2024-05-08,Himachal Pradesh,Elephant Yam,30,35 - 38,36 - 50,1kg,N/A
2024-05-08,Himachal Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-08,Himachal Pradesh,French Beans,50,58 - 64,60 - 83,1kg,N/A
2024-05-08,Himachal Pradesh,Garlic,174,200 - 221,209 - 287,1kg,N/A
2024-05-08,Himachal Pradesh,Ginger,106,122 - 135,127 - 175,1kg,N/A
2024-05-08,Himachal Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,N/A
2024-05-08,Himachal Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,N/A
2024-05-08,Himachal Pradesh,Ivy Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-08,Himachal Pradesh,Lemon (Lime),75,86 - 95,90 - 124,1kg,N/A
2024-05-08,Himachal Pradesh,Mango Raw,28,32 - 36,34 - 46,1kg,N/A
2024-05-08,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-08,Himachal Pradesh,Mushroom,93,107 - 118,112 - 153,1kg,N/A
2024-05-08,Himachal Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-08,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-05-08,Himachal Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,N/A
2024-05-08,Himachal Pradesh,Radish,23,26 - 29,28 - 38,1kg,N/A
2024-05-08,Himachal Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,N/A
2024-05-08,Himachal Pradesh,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,N/A
2024-05-08,Himachal Pradesh,Snake Gourd,26,30 - 33,31 - 43,1kg,N/A
2024-05-08,Himachal Pradesh,Sorrel Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-08,Himachal Pradesh,Spinach,16,18 - 20,19 - 26,1kg,N/A
2024-05-08,Himachal Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Himachal Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Himachal Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,N/A
2024-05-09,Himachal Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Himachal Pradesh,Green Chilli,45,52 - 57,54 - 74,1kg,N/A
2024-05-09,Himachal Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-09,Himachal Pradesh,Potato,29,33 - 37,35 - 48,1kg,N/A
2024-05-09,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-09,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-09,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-09,Himachal Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-09,Himachal Pradesh,Baby Corn,60,69 - 76,72 - 99,1kg,N/A
2024-05-09,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-09,Himachal Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,N/A
2024-05-09,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-09,Himachal Pradesh,Bottle Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Himachal Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-09,Himachal Pradesh,Broad Beans,29,33 - 37,35 - 48,1kg,N/A
2024-05-09,Himachal Pradesh,Cabbage,21,24 - 27,25 - 35,1kg,N/A
2024-05-09,Himachal Pradesh,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-09,Himachal Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-09,Himachal Pradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-05-09,Himachal Pradesh,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-05-09,Himachal Pradesh,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-09,Himachal Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-09,Himachal Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-09,Himachal Pradesh,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-09,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Himachal Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Himachal Pradesh,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-09,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-09,Himachal Pradesh,Brinjal,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Himachal Pradesh,Brinjal (Big),25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Himachal Pradesh,Elephant Yam,25,29 - 32,30 - 41,1kg,N/A
2024-05-09,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-09,Himachal Pradesh,French Beans,49,56 - 62,59 - 81,1kg,N/A
2024-05-09,Himachal Pradesh,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-09,Himachal Pradesh,Ginger,104,120 - 132,125 - 172,1kg,N/A
2024-05-09,Himachal Pradesh,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-09,Himachal Pradesh,Green Peas,46,53 - 58,55 - 76,1kg,N/A
2024-05-09,Himachal Pradesh,Ivy Gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-09,Himachal Pradesh,Lemon (Lime),73,84 - 93,88 - 120,1kg,N/A
2024-05-09,Himachal Pradesh,Mango Raw,32,37 - 41,38 - 53,1kg,N/A
2024-05-09,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-09,Himachal Pradesh,Mushroom,84,97 - 107,101 - 139,1kg,N/A
2024-05-09,Himachal Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-09,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-05-09,Himachal Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-05-09,Himachal Pradesh,Radish,26,30 - 33,31 - 43,1kg,N/A
2024-05-09,Himachal Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-09,Himachal Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-09,Himachal Pradesh,Snake Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-09,Himachal Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-09,Himachal Pradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-09,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-10,Himachal Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Himachal Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,N/A
2024-05-10,Himachal Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Himachal Pradesh,Green Chilli,45,52 - 57,54 - 74,1kg,N/A
2024-05-10,Himachal Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-10,Himachal Pradesh,Potato,29,33 - 37,35 - 48,1kg,N/A
2024-05-10,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-10,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-10,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-10,Himachal Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-10,Himachal Pradesh,Baby Corn,60,69 - 76,72 - 99,1kg,N/A
2024-05-10,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-10,Himachal Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,N/A
2024-05-10,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-10,Himachal Pradesh,Bottle Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Himachal Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-10,Himachal Pradesh,Broad Beans,29,33 - 37,35 - 48,1kg,N/A
2024-05-10,Himachal Pradesh,Cabbage,21,24 - 27,25 - 35,1kg,N/A
2024-05-10,Himachal Pradesh,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-10,Himachal Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-10,Himachal Pradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-05-10,Himachal Pradesh,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-05-10,Himachal Pradesh,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-10,Himachal Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-10,Himachal Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-10,Himachal Pradesh,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-10,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Himachal Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Himachal Pradesh,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-10,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-10,Himachal Pradesh,Brinjal,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Himachal Pradesh,Brinjal (Big),25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Himachal Pradesh,Elephant Yam,25,29 - 32,30 - 41,1kg,N/A
2024-05-10,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-10,Himachal Pradesh,French Beans,49,56 - 62,59 - 81,1kg,N/A
2024-05-10,Himachal Pradesh,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-10,Himachal Pradesh,Ginger,104,120 - 132,125 - 172,1kg,N/A
2024-05-10,Himachal Pradesh,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-10,Himachal Pradesh,Green Peas,46,53 - 58,55 - 76,1kg,N/A
2024-05-10,Himachal Pradesh,Ivy Gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-10,Himachal Pradesh,Lemon (Lime),73,84 - 93,88 - 120,1kg,N/A
2024-05-10,Himachal Pradesh,Mango Raw,32,37 - 41,38 - 53,1kg,N/A
2024-05-10,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-10,Himachal Pradesh,Mushroom,84,97 - 107,101 - 139,1kg,N/A
2024-05-10,Himachal Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-10,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-05-10,Himachal Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-05-10,Himachal Pradesh,Radish,26,30 - 33,31 - 43,1kg,N/A
2024-05-10,Himachal Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-10,Himachal Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-10,Himachal Pradesh,Snake Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-10,Himachal Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-10,Himachal Pradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-10,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-11,Himachal Pradesh,Onion Big,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Himachal Pradesh,Onion Small,36,41 - 46,43 - 59,1kg,N/A
2024-05-11,Himachal Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Himachal Pradesh,Green Chilli,45,52 - 57,54 - 74,1kg,N/A
2024-05-11,Himachal Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,N/A
2024-05-11,Himachal Pradesh,Potato,29,33 - 37,35 - 48,1kg,N/A
2024-05-11,Himachal Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,N/A
2024-05-11,Himachal Pradesh,Amaranth Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-11,Himachal Pradesh,Amla,60,69 - 76,72 - 99,1kg,N/A
2024-05-11,Himachal Pradesh,Ash gourd,21,24 - 27,25 - 35,1kg,N/A
2024-05-11,Himachal Pradesh,Baby Corn,60,69 - 76,72 - 99,1kg,N/A
2024-05-11,Himachal Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,N/A
2024-05-11,Himachal Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,N/A
2024-05-11,Himachal Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,N/A
2024-05-11,Himachal Pradesh,Bottle Gourd,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Himachal Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,N/A
2024-05-11,Himachal Pradesh,Broad Beans,29,33 - 37,35 - 48,1kg,N/A
2024-05-11,Himachal Pradesh,Cabbage,21,24 - 27,25 - 35,1kg,N/A
2024-05-11,Himachal Pradesh,Carrot,44,51 - 56,53 - 73,1kg,N/A
2024-05-11,Himachal Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,N/A
2024-05-11,Himachal Pradesh,Cluster beans,44,51 - 56,53 - 73,1kg,N/A
2024-05-11,Himachal Pradesh,Coconut,36,41 - 46,43 - 59,1kg,N/A
2024-05-11,Himachal Pradesh,Colocasia Leaves,12,14 - 15,14 - 20,1kg,N/A
2024-05-11,Himachal Pradesh,Colocasia,28,32 - 36,34 - 46,1kg,N/A
2024-05-11,Himachal Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,N/A
2024-05-11,Himachal Pradesh,Corn,27,31 - 34,32 - 45,1kg,N/A
2024-05-11,Himachal Pradesh,Cucumber,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Himachal Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Himachal Pradesh,Dill Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-11,Himachal Pradesh,Drumsticks,40,46 - 51,48 - 66,1kg,N/A
2024-05-11,Himachal Pradesh,Brinjal,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Himachal Pradesh,Brinjal (Big),25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Himachal Pradesh,Elephant Yam,25,29 - 32,30 - 41,1kg,N/A
2024-05-11,Himachal Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,N/A
2024-05-11,Himachal Pradesh,French Beans,49,56 - 62,59 - 81,1kg,N/A
2024-05-11,Himachal Pradesh,Garlic,170,196 - 216,204 - 281,1kg,N/A
2024-05-11,Himachal Pradesh,Ginger,104,120 - 132,125 - 172,1kg,N/A
2024-05-11,Himachal Pradesh,Onion Green,44,51 - 56,53 - 73,1kg,N/A
2024-05-11,Himachal Pradesh,Green Peas,46,53 - 58,55 - 76,1kg,N/A
2024-05-11,Himachal Pradesh,Ivy Gourd,23,26 - 29,28 - 38,1kg,N/A
2024-05-11,Himachal Pradesh,Lemon (Lime),73,84 - 93,88 - 120,1kg,N/A
2024-05-11,Himachal Pradesh,Mango Raw,32,37 - 41,38 - 53,1kg,N/A
2024-05-11,Himachal Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,N/A
2024-05-11,Himachal Pradesh,Mushroom,84,97 - 107,101 - 139,1kg,N/A
2024-05-11,Himachal Pradesh,Mustard Leaves,14,16 - 18,17 - 23,1kg,N/A
2024-05-11,Himachal Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,N/A
2024-05-11,Himachal Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,N/A
2024-05-11,Himachal Pradesh,Radish,26,30 - 33,31 - 43,1kg,N/A
2024-05-11,Himachal Pradesh,Ridge Gourd,30,35 - 38,36 - 50,1kg,N/A
2024-05-11,Himachal Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,N/A
2024-05-11,Himachal Pradesh,Snake Gourd,27,31 - 34,32 - 45,1kg,N/A
2024-05-11,Himachal Pradesh,Sorrel Leaves,13,15 - 17,16 - 21,1kg,N/A
2024-05-11,Himachal Pradesh,Spinach,14,16 - 18,17 - 23,1kg,N/A
2024-05-11,Himachal Pradesh,Sweet Potato,37,43 - 47,44 - 61,1kg,N/A
2024-05-12,Himachal Pradesh,Onion Big,26,30 - 33,31 - 43,1kg,N/A
2024-05-12,Himachal Pradesh,Onion Small,37,43 - 47,44 - 61,1kg,N/A
2024-05-12,Himachal Pradesh,Tomato,25,29 - 32,30 - 41,1kg,N/A
2024-05-12,Himachal Pradesh,Green Chilli,42,48 - 53,50 - 69,1kg,N/A
2024-05-12,Himachal Pradesh,Beetroot,36,41 - 46,43 - 59,1kg,N/A
2024-05-12,Himachal Pradesh,Potato,30,35 - 38,36 - 50,1kg,N/A
2024-05-12,Himachal Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,N/A
